Internal_Product,5 HOUR XTRA GRAPE 1.93 OZ,B - PB & HONEY SAMMICH,B - RUDY FARMS - SAUSAGE AND BISCUIT TWIN,BANANAS - FRESH,BOBOS PB&J GRAPE 2.1 OZ,BODY ARMOR STRWBRY BANANA 16 OZ,BR ESPRESSO W/ CREAM 11 OZ,Bumble Bee Tuna Salad 3.5oz,CELSIUS ORANGE ENERGY 12 OZ,CELSIUS PEACH VIBE 12 OZ,DIET MOUNTAIN DEW 20 OZ,DOLE STRWBRY LEMONADE 20 OZ,DOVE BAR DARK CHOC 1.44 OZ,Dr Pepper 12oz Can,F - TURKEY HAM CHS HM WRAP,F- WHITE CASTLE BREAKFAST SANDWICH,FAIRLIFE 2% STRAWBERRY MILK 14 OZ,FL Doritos Spicy Sweet Chili LSS 1.75oz Bag,GRANDMA'S MINI VN 3.7 OZ,Haribo Gold-Bears Gummi Candy 4oz.,HY Hersheys Milk Chocolate w Almonds 1.45oz Each,KF - NY MIXED BERRY CHSCAKE CUP,Kraft Mac & Cheese Original Cups 2.05 oz.,LSS-BRIM'S BBQ PORK RINDS,LSS-CRUNCHY CHEETO,LSS-DORITOS COOL RANCH,LSS-FLAMIN HOT CHEETOS,LSS-RUFFLES CHDR & SOUR CREAM,M&M PLAIN,MF-BOSTON CREME HONEY BUN,MF-CHOCOLATE MINI DONUTS,MINUTE MAID FRUIT PUNCH 20 OZ,MOUNTAIN DEW ZERO 20 OZ,ORANGE FANTA 20 OZ,Pillsbury Mini SOFT BAKED Chocolate Chip Cookies Bag 3oz,Pillsbury Soft Baked Confetti Cookies 3oz,POP CHIP BBQ .8 OZ,SKITTLES ORIG GUMMIES 5.8 OZ,STARBUCKS DOUBLESHOT + ENG-VAN 15 OZ,STONIES PEPR/CHS/JAL .98 OZ,Sweet Serenity Choc Chip 3 oz,SWEET SERENITY CHOC CHIP COOKIES 3 OZ,YOO HOO CHOC. 11 OZ CANS
MGF 0601 Bacon Egg & Cheese Croissant (5.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGF 3046 Jumbo BBQ (5.75oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litehouse Honey French Dressing (1.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perfect Cookie Peanut Butter (1.41oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middletown 4056 Meatloaf Sandwich with Cheese (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fast Choice Honey Ham & Cheese #3459 (4.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheila Gs Chocolate Chip Brownie Brittle (1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribe Tea Peach (20oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grabeez Mini Chocolate Pretzels (3.25oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuts.com Gummy Bears (1lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuts.com Dark Chocolate Covered Blueberries (1lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuts.com Dark Chocolate Covered Pomegranate (1lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Indulgence Chocolate Coconut Cream Bar (4.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzMGF 0278 Peach Cobbler (6.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGF 5502 Roast Beef with Cheese Peppers & Onions (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larabar ALT Peanut Butter Cookie BR (1.95oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh-N-Ready Ham & Cheese Triangle on White (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Nature 0% Milkfat Strawberry Greek Yogurt (5.3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Nature 0% Milkfat Plain Greek Yogurt (5.3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Nature 0% Milkfat Vanilla Greek Yogurt (5.3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Nature 0% Milkfat Lemon Greek Yogurt (5.3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Nature 0% Milkfat Blood Orange Greek Yogurt (5.3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Nature 0% Milkfat Honey Greek Yogurt (5.3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Nature 0% Milkfat Blueberry Greek Yogurt (5.3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Nature 0% Milkfat Black Cherry Greek Yogurt (5.3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safeway Honey Nut Toasted Oats Cereal (22oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Nature 0% Milkfat Peach Greek Yogurt (5.3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Nature 0% Milkfat Raspberry Greek Yogurt (5.3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golazo Sugar Free Mango Lime Energy Drink (12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tea's Tea Half & Half Green Tea with Peach (16.9oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balance Dark Chocolate Coconut Bar (1.58oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Think Thin Protein Nut Bar Dark Chocolate Salted Caramel (1.41oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet Sam Cookies & Cream Cupcake (3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet Sam Carrot Cream Cheese Cupcake (3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canteen Hummus Cream Cheese & Roasted Veggie Wrap (7.75oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuestBar Cookies & Cream Protein Bar (2.12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuestBar White Chocolate Raspberry Protein Bar (2.12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tillamook Sliced Pepperjack Cheese (12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tillamook Sliced Medium Cheddar Cheese (12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tillamook Deli Sliced Swiss Cheese (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Follow Your Heart Vegan Cream Cheese (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franz Milk & Honey Cannon Beach Bread (24oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A&G Veggie Tray with Cheese Cubes (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A&G 2491 Bagel & Cream Cheese (4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shamrock Farms 2% Reduced Fat Milk (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs Baird's Honey Wheat Bread (1.4lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cascadian Farm Oats & Honey Granola (44oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandwich Factory Tuna Salad on Wheat (5.6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia Gorge Organic Chocolate Protein (15.2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tillamook Sliced Medium Cheddar Cheese (2lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuts.com Gummi Bears (5lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuts.com Dark Chocolate Covered Pomegranate Seed (5lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuts.com Dark Chocolate Covered Blueberries (5lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love & Quiches Cookies & Cream Brownie (2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ready Pac Fruit Cheese & Flatbread Crackers (3.75oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Better Bakery Pepperoni & Cheese Pretzel Melt (6.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith Brothers 1% Low Fat Milk (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landshire Big Daddy Ham & Cheese Club (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaVinci Gourmet Dark Chocolate Covered Espresso Beans (5lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nancy's Whole Milk Plain Yogurt (32oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quaker Oats Chocolate Crunch Rice Cakes (7.23oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Element Dark Chocolate Rice Snacks (1.2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Star Grilled Chicken with BBQ (5.64oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Star Ham & Cheese Wheat Wrap (8.1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Star Ham Egg & Cheese Wrap (7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Star Turkey & Cheese Wheat Wrap (8.1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
President Fat Free Feta Cheese Crumbles (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alouette Freshly Crumbled Goat Cheese (3.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob's Red Mill Gluten Free Honey Oat (12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Mayer Deli Fresh Sliced Honey Ham (9oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzKellogg Pop Tarts Frosted Chocolate Fudge (1.83oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropical Nut & Fruit Big Cheese (2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freestyle Peach Syrup (21oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marzetti Honey French Dressing (1.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Food Bar Chocolate Covered Active Greens (2.4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pocky Chocolate Cookie Stick (2.47oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kind Dark Chocolate Mocha Almond Bar (1.4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuestBar Double Chocolate Chunk Protein Bar (2.12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken of the Sea Albacore Tuna in Water (7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annie's Honey Mustard Vinaigrette Lite Dressing (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Numi Organic Chocolate Green Tea (Box of 12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbaras Honest Os Honey Nut (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbaras Puffins Peanut Butter & Chocolate Cereal (10.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fage Total 2% Honey Yogurt (5.3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Energy Unleaded (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nancy's Cream Cheese (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athenos Traditional Feta Cheese (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Culinary Center No Bake Cheesecake (4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLIK California Style Tuna Roll (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLIK Eel and Spicy Tuna Roll (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLIK Tuna Avocado Roll (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lean Cuisine Philly Steak & Cheese Panini (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knotts Berry Strawberry Shortbread Cookie (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kashi Soft n Chewy Banana Chocolate Chip (1.4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith Brothers Organic 2% Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith Brothers Organic Fat Free Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelinas Cheese Manicotti (7.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelinas Lean Gourmet Three Cheese Ziti Marinara (9.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillshire Farms Ultra Thin Honey Roasted Turkey Breast (9oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tillamook Shredded Medium Cheddar Cheese (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hersheys Nuggets Dark Chocolate Almond (12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planters NUT-rition Sustaining Energy Mix (1.72oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daisys Gourmet Chocolate Chip Supreme Cookie (4.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campbells V8 Chocolate Peanut Butter Protein Bar (1.73oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generic String Cheese (1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Straus 2% Lowfat Organic Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Straus Organic Nonfat Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cafe Express Powdered Milk (1.4lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith Brothers Organic 1% Low Fat Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truly Good Gummy Bears Sunrise (5lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C Fresh Tuna Salad Sandwich (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Farms Honeydew (4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Culinary Center Turkey & Provolone Cheese Panini (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post Honey Comb Cereal (14oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature's Own Honey Wheat Bread (20oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Think Thin Chunky Chocolate Peanut Lean Protein & Fiber Bar (1.41oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trails Best Ham & Cheese Sticks (1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadbury Milk Chocoalte Mini Eggs (2.2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Healthy Turkey Sausage Cheese on Whole Grain Bagel (3.9oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Healthy Canadian Turkey Egg Cheese on Whole Wheat Muffin (4.25oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Healthy Turkey Sausage Cheese Whole Grain Muffin (4.8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tastykake Berry Cheese Danish (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grabeez The Big Cheese (2.75oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolove XOXOX Rich Dark Chocolate (3.2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolove XOXOX Strong Dark Chocolate (3.2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pure Organic Dark Chocolate Berry Bar (1.7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milky Way Unwrapped Bites (7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritz Handisnack Crackers N Cheese (.95oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 Musketeers Strawberry with Dark Chocolate (9oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheezits Crunchd Cheddar Cheese (1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson Erickson Cottage Cheese with Sea Salt (12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Valley Rocky Mountain Whole Milk (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Valley 1% Low Fat Milk (128oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Daniels Honey Dijon Mustard (9oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawa 1% Lowfat Milk (.5pt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marinela Pastitas Butter Cookies (3.88oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Crosse Triple Cheese Chicken (5.7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cookie Crisp Cereal (11.25oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fage Total 0% with Honey (5.3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hi Ball Pomegranate Acai Energy Drink (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hi Ball Ginger Ale Energy Drink (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paleokrunch Dark Chocolate Bar (1.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonk Breaker Almond Butter & Honey (2.2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGF 6136 Breaded Chicken Tenders w/ BBQ Sauce (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middletown 9056 Sausage Egg Cheese Sandwich Thin (5.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middletown 9058 Bacon Egg & Cheese Sandwich Thin (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middletown 9057 Enjoy Bacon Egg & Cheese Croissant (7.75oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Teazzers Peach Filter Pack (2oz, Box of 48)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marinela Pastitas Butter Cookies (2.65oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken of the Sea Light Tuna (2.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truly Good Classico Chocolate Biscotti (1.2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kraft Natural Colby & Monterey Jack Shredded Cheese (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amys Light & Lean Black Bean & Cheese Enchilada (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newmans Own Dark Chocolate Raspberry Cup (1.9oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Brew Coffee Dark Chocolate Mocha (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheesewich Colby Jack & Hard Salami (2.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheesewich Mild Cheddar & Hard Salami (2.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheesewich Pepper Jack & Hard Salami (2.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18th Street Ham & Cheese Bagel #289 (5.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18th Street Sausage Egg & Cheese Bagel #290 (6.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18th Street Bacon Egg & Cheese Bagel #291 (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18th Street BBQ Pulled Pork Bagel #292 (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18th Street Vegetable Cheese Omelette #663 (7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18th Street Cheese & Pepperoni #1730 (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So Delicious Unsweetened Coconut Milk (64oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So Delicious Vanilla Coconut Milk (64oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So Delicious Original Coconut Milk (64oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sealtest 2% Milk Creamer (.10ml, Bag of 160)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generic Honey Packets (Box of 200),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage Ovens Cheese Danish (4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuestBar Chocolate Chip Cookie Dough (2.12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific All Natural Unsweetened Hemp Milk (32oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evol Street Tacos Sweet Potato Bean & Goat Cheese (5.96oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolhaus Chocolate Chip Cookie & Vanilla Bean Ice Cream (5.8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolhaus Double Chocolate Cookie & Dirty Mint Chip Ice Cream (5.8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolhaus Chocolate Chip Cookie Brown Butter Candied Bacon Ice Cream (5.2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonyfield Organic Chocolate Protein Smoothie (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True North Chocolate Nut Crunch (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nancy's Organic Whole Milk Plain Yogurt (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Energy Low-Carb (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Energy (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hormel Compleats Macaroni & Cheese (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honest Tea Fair Trade Organic Peach Tea (16.9oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitchen Fresh 1107 Big Rib BBQ Sandwich (5.1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitchen Fresh 1115 Loaded White Chili Cheese Burrito (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitchen Fresh 1116 Loaded Chili Cheese Burrito (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitchen Fresh 1119 Peaches & Cottage Cheese (5.9oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
